Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
毌丘甸,958,毌丘,子邦,Guanqiu dian,魏,Wei,,255,,毌丘俭,21,河东闻喜,,河东,闻喜,毌丘俭长子，治书侍御史。毌丘俭反，毌丘甸将家属逃离洛阳。终被捕杀,
毌丘宗,959,毌丘,子仁,Guanqiu zong,魏，吴,Wu,,,,毌丘俭,21,河东闻喜,,河东,闻喜,毌丘俭子，俭初起兵，遣毌丘宗入吴。晋灭吴，宗还中国。至零陵太守,
毌丘奥,960,毌丘,,Guanqiu ao,晋,Jin,,,,毌丘宗,959,河东闻喜,,河东,闻喜,毌丘宗子，毌丘俭孙。仕晋，巴东监军，益州刺史,
孙盛,961,孙,安国,Sun sheng,晋,Jin,302,373,72,,,太原中都,,太原,中都,官至秘书监，加给事中。尝随桓温征蜀，封侯,
文稷,962,文,,Wen ji,"汉,魏",Wei,,,,,,,,谯郡,,文钦父，建安中为骑将,
田畴,963,田,子泰,Tian chou,汉,EastHan,169,214,46,,,右北平无终,,右北,平无终,初仕刘虞，虞死隐居徐无山。后归曹操。,
刘熙,964,刘,,Liu xi,魏,Wei,,,,刘放,142,涿郡方城,,涿郡,方城,刘放子，“三豫”之一,
孙密,965,孙,,Sun mi,魏,Wei,,,,孙资,144,太原中都,,太原,中都,孙资子，“三豫”之一,
留赞,966,留,正明,Liu zan,吴,Wu,183,255,73,,,会稽长山,,会稽,长山,东吴将，官至左将军。文钦叛入吴，孙峻，吕据与留赞应，至寿春。诸葛诞遣将追击，斩赞,
蒋班,967,蒋,,Jiang ban,魏，晋,Jin,,,,,,,,,,诸葛诞心腹，随之反。后降魏。晋伐吴，蒋班为将领之一,
吴纲,968,吴,,Wu gang,魏,Wei,,,,,,,,,,诸葛诞长史,
诸葛靓,969,诸葛,仲思,Zhuge jing,魏，吴，晋,Jin,,,,诸葛诞,111,琅琊阳都,,琅琊,阳都,诸葛诞少子，后奔吴。吴灭归晋。然其父诸葛诞死后终身不仕。,
全怿,970,全,,Quan yi,吴，魏,Wei,,,,全琮,784,吴郡钱塘,,吴郡,钱塘,全琮与孙鲁班之子，寿春之战，其兄子全辉，全仪因家事愤而奔附司马昭。全怿，全端等恐，亦降司马昭,
全端,971,全,,Quan duan,吴，魏,Wei,,,,,,吴郡钱塘,,吴郡,钱塘,全琮从子，寿春之战，全辉，全业因家事愤而奔附司马昭。全怿，全端等恐，亦降司马昭,
王祚,972,王,,Wang zuo,吴，魏,Wei,,,,,,,,,,吴将，随唐咨，全端，全怿等参加寿春之战。败，降司马昭,
石苞,973,石,仲容,Shi bao,汉，魏，晋,Jin,195,273,79,,,渤海南皮,,渤海,南皮,早年卖铁于长安，得司马懿赏识。任尚书郎，后任司马师中护军司马。历任太守，刺史。与平诸葛诞。任镇东将军，封侯。仕晋大司马，司徒,
焦彝,974,焦,,Jiao yi,魏，晋,Jin,,,,,,,,,,诸葛诞心腹，事同蒋班,
文虎,975,文,,Wen hu,魏，吴，晋,Jin,,291,,文钦,22,豫州,,谯郡,,文钦次子，事迹同文鸯,
于诠,976,于,,Yu quan,吴,Wu,,258,,,,,,,,吴将，寿春之战，援诸葛诞。城破，不降，冲阵而死,
诸葛恢,977,诸葛,道明,Zhuge hui,晋,Jin,284,345,62,诸葛靓,969,琅琊阳都,,琅琊,阳都,诸葛诞孙，诸葛靓子。位至晋尚书令,
徐箕,978,徐,,Xu ji,魏,Wei,,225,,,,,,,,一作徐质。魏利城太守。黄初中民反，推唐咨为首，杀徐箕,
郭玄信,979,郭,,Guo xuanxin,魏,Wei,,,,郭诞,980,颍川阳翟,,颍川,阳翟,曹叡时为谒者。识邓艾，石苞于微时,
郭诞,980,郭,元奕,Guo dan,汉，魏,Wei,,,,,,颍川阳翟,,颍川,阳翟,曹操时监军，郭玄信之父,
刘豹,981,刘,,Liu bao,魏,Wei,,,,,,,,,,刘渊之父。匈奴左贤王（邓艾传作并州右贤王）,
诸葛绪,982,诸葛,,Zhuge xu,魏，晋,Jin,,,,,,琅邪阳都,,琅邪,阳都,毌丘俭乱时，以泰山太守拒战。后任雍州刺史。与征蜀。钟会密白其畏懦不进，槛车征还。仕晋，为崇化卫尉，封侯。,
邓忠,983,邓,,Deng zhong,魏,Wei,,264,,邓艾,619,义阳棘阳,,义阳,棘阳,邓艾子，表字不详。与其父同死。,
杨欣,984,杨,,Yang xin,魏，晋,Jin,,278,,,,天水,,天水,,在魏为金城太守，与征蜀。仕晋，为凉州刺史。后为秃发树机能之党所杀,
马邈,985,马,,Ma miao,蜀，魏,Wei,,,,,,,,,,蜀汉末年江油守将。邓艾伐蜀，马邈降。,
诸葛瞻,986,诸葛,思远,Zhuge zhan,蜀,Shu,227,263,37,诸葛亮,2,琅邪阳都,,琅邪,阳都,诸葛亮长子，为骑都尉，羽林中郎将，最终官至卫将军。拒邓艾于绵竹，死事,
师纂,987,师,,Shi zuan,魏,Wei,,264,,,,,,,,司马昭主簿，性急少恩。后为邓艾司马。与伐蜀。蜀亡，邓艾表其为益州刺史。与钟会，胡烈等密奏司马昭邓艾欲反。槛车征邓艾。然师纂与邓艾终同死。死时无完肤,
张遵,988,张,,Zhang zun,蜀,Shu,,263,,张苞,821,幽州,,涿郡,,张飞之孙、张苞之子。官至蜀汉尚书。死于绵竹之役,
刘禅,989,刘,公嗣，又字升之,Liu shan,汉，蜀,Shu,207,271,65,刘备,8,涿郡涿县,,涿郡,涿县,,
孙休,990,孙,子烈,Sun xiu,吴,Wu,235,264,30,孙权,9,吴郡富春,,吴郡,富春,孙权第六子。弟孙亮死后即位，在位6年。,
田续,991,田,,Tian xu,魏,Wei,,,,,,右北平无终,,右北,平无终,田畴侄孙。田畴及其嗣子死后无嗣，以田续继嗣。与伐蜀。钟会乱平后，卫瓘令其杀邓艾父子。,
爰邵,992,爰,文伯,Yuan shao,魏,Wei,,,,,,,,,,仕魏。起自干吏，位至卫尉。邓艾伐蜀时任殄虏护军。卜邓艾伐蜀不能还。,
爰翰,993,爰,,Yuan han,魏,Wei,,,,爰邵,992,,,,,爰邵长子，河东太守,
爰敞,994,爰,,Yuan chang,魏,Wei,,,,爰邵,992,,,,,爰邵中子，大司农,
爰倩,995,爰,君幼,Yuan qian,晋,Jin,,,,爰邵,992,,,,,爰邵少子，与伐蜀。冀州刺史，太子右卫率,
爰俞,996,爰,世都,Yuan yu,晋,Jin,,,,爰翰,993,,,,,爰翰子，侍中中书令，迁为监,
段灼,997,段,休然,Duan zhuo,魏，晋,Jin,,,,,,敦煌,,敦煌,,尝任邓艾镇西司马。司马炎即位，上疏为邓艾辩冤。后官至明威将军，魏兴太守,
邓朗,998,邓,,Deng lang,晋,Jin,,,,邓忠,983,义阳棘阳,,义阳,棘阳,邓艾嫡孙。273年邓艾平反，为郎中。后升新都太守，未之官，失火，与母妻子并死,
樊震,999,樊,,Fan zhen,魏，晋,Jin,,,,,,,,,,邓艾伐蜀时，为其帐下将。后仕晋，官积射将军，西戎牙门。尝于司马炎前为邓艾鸣冤,
邓千秋,1000,邓,,Deng qianqiu,晋,Jin,,,,,,义阳棘阳,,义阳,棘阳,邓艾次孙，王戎辟为掾。早卒,
邓韬,1001,邓,,Deng tao,晋,Jin,,,,邓朗,998,义阳棘阳,,义阳,棘阳,邓朗子,
邓行,1002,邓,,Deng xing,晋,Jin,,,,邓韬,1001,义阳棘阳,,义阳,棘阳,邓韬子,
张氏,1003,张,昌蒲,Zhang shi,魏,Wei,,,,,,太原兹,F,太原,兹,钟繇妾，钟会生母,
虞松,1004,虞,叔茂,Yu song,魏晋,Jin,215,,,,,陈留，一作会稽,,陈留,，一作会稽,边让外孙，长随司马氏。历任太守，中书令，大司农,
虞濬,1005,虞,显弘,Yu jun,晋,Jin,,,,虞松,1004,陈留，一作会稽,,陈留,，一作会稽,虞松子，仕晋，官至廷尉,
夏侯和,1006,夏侯,义权,Xiahou he,魏，晋,Jin,,,,夏侯渊,147,谯国谯,,谯国,谯,夏侯渊第七子。历任河南尹，太常。仕晋为官禄勋,
全辉,1007,全,,Quan hui,吴，魏,Wei,,,,全绪,1680,吴郡钱塘,,吴郡,钱塘,一作全祎。全琮长子全绪子，全琮孙。257年，与家内争讼，亡命曹魏,
全仪,1008,全,,Quan yi,吴，魏,Wei,,,,全绪,1680,吴郡钱塘,,吴郡,钱塘,"全琮长子全绪子，全琮孙。257年,与家内争讼，亡命曹魏",
全静,1009,全,,Quan jing,吴，魏,Wei,,,,,,吴郡钱塘,,吴郡,钱塘,全怿兄子，未详其父。与全怿等一同参与寿春之战，降魏,
全翩,1010,全,,Quan pian,吴，魏,Wei,,,,,,吴郡钱塘,,吴郡,钱塘,全琮从子，事同全端,
全缉,1011,全,,Quan qi,吴，魏,Wei,,,,,,吴郡钱塘,,吴郡,钱塘,全琮从子，事同全端,
刘钦,1012,刘,,Liu qin,魏,Wei,,,,,,,,,,魏末魏兴太守,
王含,1013,王,,Wang han,蜀,Shu,,,,,,,,,,与王敦兄同名。蜀汉末将军，守乐城,
蒋斌,1014,蒋,,Jiang bin,蜀,Shu,,264,,蒋琬,1202,零陵湘乡,,零陵,湘乡,蒋琬嗣子。绥武将军、汉城护军。钟会攻蜀，降。随钟会至成都，死军中。,
李辅,1015,李,,Li fu,魏,Wei,,,,,,汝南汝阳,,汝南,汝阳,曹魏武将，与伐蜀,
张翼,1016,张,伯恭,Zhang yi,蜀,Shu,,,,,,犍为武阳,,犍为,武阳,蜀汉将，官至左车骑将军，领冀州刺史。钟会攻蜀，降。随钟会至成都，死军中。,
虞溥,1017,虞,允源,Yu pu,晋,Jin,,,,,,高平昌邑,,高平,昌邑,公车司马令，鄱阳国内史。著有《江表传》,
孙壹,1018,孙,,Sun yi,吴，魏,Wei,,259,,孙奂,#N/A,吴郡富春,,吴郡,富春,孙静四子孙奂庶子。孙承弟。诸葛恪死，孙峻命壹与朱绩，全熙攻诸葛恪弟诸葛融，融自杀。仕吴镇南将军，镇军将军。孙𬘭掌权，欲攻孙壹。壹携部曲亡曹魏。仕魏车骑将军，仪同三司，吴侯。后妻曹芳贵人邢氏。为下人所杀。与吴宗室另一孙壹，孙霸次子同名。,
孙壹,1019,孙,,Sun yi,吴,Wu,,,,孙霸,1419,吴郡富春,,吴郡,富春,孙权四子孙霸次子。孙皓即位，除爵，流放会稽。与吴宗室另一孙壹，孙奂庶子同名。,
田章,1020,田,,Tian zhang,魏，晋,Jin,,,,,,,,,,魏将，与伐蜀。随邓艾偷渡阴平。西晋270年，仍有其事迹，以奋威护军讨秃发树机能。后事不详,
诸葛冲,1021,诸葛,茂长,Zhuge chong,晋,Jin,,,,诸葛绪,982,琅琊阳都,,琅琊,阳都,仕晋，廷尉，封侯,
诸葛诠,1022,诸葛,德林,Zhuge quan,晋,Jin,,311,,诸葛冲,1021,琅琊阳都,,琅琊,阳都,诸葛绪孙，诸葛冲子。一名铨。金谷二十四友。仕晋至散骑常侍，兖州刺史，廷尉。与司马越葬，同王衍等共为石勒所擒杀。,
诸葛玫,1023,诸葛,仁林,Zhuge mei,晋,Jin,,307,,诸葛冲,1021,琅琊阳都,,琅琊,阳都,诸葛绪孙，诸葛冲次子。仕晋至侍中、御史中丞。永嘉初，劝司马越废怀帝立司马覃。司马越不从，斩诸葛玫,
董厥,1024,董,龚袭,Dong jue,汉，魏,Wei,,,,,,义阳,,义阳,,仕蜀任丞相府令史及主簿，尚书仆射，尚书令。官至大将军。蜀亡，任司马昭相国参军,
夏侯咸,1025,夏侯,,Xiahou xian,魏,Wei,,,,,,,,,,与伐蜀，属钟会,
皇甫闿,1026,皇甫,,Huangfu kai,魏,Wei,,,,,,,,,,魏将，与伐蜀,
王买,1027,王,,Wang mai,魏,Wei,,,,,,,,,,魏将，与伐蜀,
夏侯霸,1028,夏侯,仲权,Xiahou ba,魏，蜀,Shu,,,,夏侯渊,147,沛国谯,,沛国,谯,夏侯渊次子，其母为曹操妻室丁氏妹。仕魏至讨蜀护军，右将军，封侯。高平陵之变，奔蜀，官至车骑将军，数与姜维伐魏。,
丘建,1029,丘,,Qiu jian,魏,Wei,,,,,,,,,,钟会帐下督，本属胡烈。钟会反，密告胡烈。,
胡渊,1030,胡,世元,Hu yuan,魏，晋,Jin,247,301,55,,,安定临泾,,安定,临泾,胡遵孙，胡烈。与伐蜀。仕晋。豫章太守。八王之乱，属司马伦，与司马囧战，多有胜迹。后为司马颖败，降，被杀,
胡广,1031,胡,宣祖,Hu guang,魏,Wei,,,,胡遵,208,安定临泾,,安定,临泾,胡遵次子，胡奋弟。少府,
胡歧,1032,胡,玄嶷,Hu qi,魏,Wei,,,,胡遵,208,安定临泾,,安定,临泾,胡遵少子，并州刺史,
胡喜,1033,胡,,Hu xi,晋,Jin,,,,胡广,1031,安定临泾,,安定,临泾,胡广子，凉州刺史,
张泓,1034,张,,Zhang hong,晋,Jin,,,,,,,,,,仕晋，征虏将军。八王之乱，属司马伦，与司马囧战，多有胜迹。伦败，降司马颙,
钟邕,1035,钟,,Zhong yong,魏,Wei,,,,,,颍川长社,,颍川,长社,钟会兄子。与会同死,
钟毅,1036,钟,,Zhong yi,魏,Wei,,,,,,颍川长社,,颍川,长社,钟会兄子。因钟会事下狱，死,
钟峻,1037,钟,,Zhong jun,魏,Wei,,,,,,颍川长社,,颍川,长社,钟会兄子。因钟会事下狱，赦,
钟辿,1038,钟,,Zhong chan,魏,Wei,,,,,,颍川长社,,颍川,长社,钟会兄子。因钟会事下狱，赦,
邵悌,1039,邵,元伯,Shao ti,魏,Wei,,,,,,阳平,,阳平,,仕魏，西曹属,
向雄,1040,向,茂伯,Xiang xiong,魏，晋,Jin,,,,,,河内山阳,,河内,山阳,仕晋御史中丞，侍中，征虏将军,
何劭,1041,何,敬祖,He shao,魏，晋,Jin,236,301,66,何曾,518,陈郡阳夏,,陈郡,阳夏,何曾子。仕晋散骑常侍，侍中尚书。骄奢更甚其父，“一日之供，以钱二万为限”,
朱整,1042,朱,伟齐,Zhu zheng,魏，晋,Jin,,289,,,,,,,,仕魏黄门侍郎。仕晋尚书，尚书右仆射。,
王黎,1043,王,,Wang li,魏,Wei,,,,,,高邑,,高邑,,丁谧荐黎于曹爽。爽用之,
荀融,1044,荀,伯雅,Xun rong,魏,Wei,,,,荀绍,#N/A,颍川颍阴,,颍川,颍阴,荀衍孙，荀绍子。与王弼、钟会知名，为洛阳令，参大将军军事,
王凯,1045,王,,Wang kai,汉，魏,Wei,,,,,,山阳高平,,山阳,高平,王粲族兄,
王业,1046,王,长绪,Wang ye,魏,Wei,,,,王凯,1045,山阳高平,,山阳,高平,王凯子，官至谒者仆射。王粲子涉魏讽案死。王业嗣其爵。王弼即王业子。与曹魏另一大臣王业同名,
王业,1047,王,,Wang ye,魏，晋,Jin,,,,,,武陵,,武陵,,曹髦时散骑常侍。曹髦欲诛司马昭，谋于王经，王业，王沈。王业与王沈告密于司马昭。仕晋中护军，尚书左仆射。与王粲族兄子同名,
王宏,1048,王,正宗,Wang hong,魏，晋,Jin,,284,,王业,1046,山阳高平,,山阳,高平,王凯（王粲族兄）孙，王弼兄。仕魏尚书郎，给事中。仕晋汲郡太守，卫尉、河南尹、大司农、司隶校尉,
孙绰,1049,孙,兴公,Sun chuo,晋,Jin,314,371,58,,,太原中都,,太原,中都,仕晋太学博士、尚书郎。善属文。与孙綝父同名,
张璠,1050,张,,Zhang fan,魏，晋,Jin,,,,,,安定郡,,安定,,“晋朝之令史”，“撰《后汉纪》，虽似未成，辞藻可观”,
刘焉,1051,刘,君郎,Liu yan,汉,EastHan,,194,,,,江夏竟陵,,江夏,竟陵,西汉鲁恭王后裔，历洛阳令，冀州刺史，南阳太守，宗正，太常。灵帝时提议废史立牧。任益州牧,
祝恬,1052,祝,伯休,Zhu tian,汉,EastHan,,160,,,,中山卢奴,,中山,卢奴,仕东汉，司隶校尉，光禄大夫，司徒。刘焉曾拜之为师,
董扶,1053,董,茂安,Dong fu,汉,EastHan,,,,,,广汉绵竹,,广汉,绵竹,灵帝时任侍中，劝刘焉曰益州有天子气。董扶随之入蜀，任蜀郡属国都尉,
郤俭,1054,郤,,Xi jian,汉,EastHan,,188,,,,偃师,,偃师,,郤正祖。灵帝时益州刺史。188年，马相，赵祗等于绵竹起义，郤俭被杀,
郤揖,1055,郤,,Xi yi,汉，魏,Wei,,,,郤俭,1054,偃师,,偃师,,郤俭子，郤正父。刘备入蜀，任孟达营都督。后随孟达降魏,
郤正,1056,郤,令先,Xi zheng,蜀，晋,Jin,,278,,郤揖,1055,偃师,,偃师,,仕蜀，积年与黄皓比邻，任内职。官至秘书令。刘禅降，郤正著降书。仕晋，安阳灵，巴西太守。,
张壹,1057,张,,Zhang yi,汉,EastHan,,188,,,,,,,,一作张懿，张益。东汉末年并州刺史，匈奴乱，张壹死事。丁原继任刺史,
耿鄙,1058,耿,,Geng bi,汉,EastHan,,187,,,,,,,,东汉末年凉州刺史，讨韩遂，部下反，死事,
刘虞,1059,刘,伯安,Liu yu,汉,EastHan,,193,,,,东海郯,,东海,郯,光武帝刘秀子东海王后裔。宗正，幽州刺史,
贾琮,1060,贾,孟坚,Jia cong,汉,EastHan,,,,,,东郡聊城,,东郡,聊城,仕汉，交州刺史，冀州刺史,
孙坚,1061,孙,文台,Sun jian,汉,EastHan,155,191,37,,,吴郡富春,,吴郡,富春,汉破虏将军，领豫州刺史，长沙太守。孙权称帝，追尊为武烈皇帝,
王叡,1062,王,通耀,Wang rui,汉,EastHan,,189,,,,琅邪临沂,,琅邪,临沂,汉末荆州刺史，王祥伯父。为孙坚所杀,
刘隽,1063,刘,,Liu jun,汉,EastHan,,,,,,,,,,汉末益州刺史，在郤俭前,
赵韪,1064,赵,,Zhao wei,汉,EastHan,,201,,,,巴西,,巴西,,汉末太仓令，随刘焉入蜀。刘璋继父职，赵韪贪其懦弱。201年发兵围成都，败退江州，为部下所杀,
杨厚,1065,杨,仲桓,Yang hou,汉,EastHan,72,153,82,,,广汉新都,,广汉,新都,东汉侍中，任安，董扶为其弟子,
赵谦,1066,赵,彦信,Zhao qian,汉,EastHan,,192,,,,蜀郡成都,,蜀郡,成都,汉末任汝南太守，光禄勋，司隶校尉，前将军，司徒。,
秦宓,1067,秦,子敕,Qin mi,汉，蜀,Shu,,226,,,,广汉绵竹,,广汉,绵竹,刘备入蜀，任从事祭酒。历任左中郎将，长水校尉，大司农,
马相,1068,马,,Ma xiang,汉,EastHan,,,,,,,,,,188年三月，马相，赵祗等于绵竹起义（叛），号黄巾。攻占雒县，杀益州刺史郤俭。马相自称天子。六月，犍为豪族贾龙和地方豪强攻杀马相。事平,
赵祗,1069,赵,,Zhao zhi,汉,EastHan,,,,,,,,,,事同马相,
李升,1070,李,,Li sheng,汉,EastHan,,188,,,,,,,,绵竹令，为马相等所杀,
贾龙,1071,贾,,Jia long,汉,EastHan,,191,,,,蜀郡,,蜀郡,,益州从事，校尉。马相等叛，贾龙纠合吏民，平其乱。迎刘焉入蜀。191年不满刘焉所为，反攻焉，为焉攻杀,
王咸,1072,王,,Wang xian,汉,EastHan,,,,,,,,,,益州豪强，为刘焉所杀,
李权,1073,李,伯豫,Li quan,汉,EastHan,,,,,,,,梓潼,涪,益州豪强，为刘焉所杀,
任歧,1074,任,,Ren qi,汉,EastHan,,191,,,,蜀郡,,蜀郡,,犍为太守，与贾龙同攻刘焉，败死,
李福,1075,李,孙德,Li fu,蜀,Shu,,,,李权,1073,,,梓潼,涪,李权子，刘备平益州，任书佐，成都令，巴西太守，尚书仆射等。诸葛亮将死，刘禅遣李福咨以后事,
李骧,1076,李,叔龙,Li xiang,蜀，晋,Jin,,,,李福,1075,,,梓潼,涪,与成汉李骧同名。李福子。在蜀为黄门侍郎，入晋官至尚书郎，广汉太守。《华阳国志》记“ （李骧）初与寿齐望，又相昵友。后与寿情好携隙，还相诬攻。有识以是短之。亦自列传”,
陈超,1077,陈,,Chen chao,汉,EastHan,,,,,,,,,,犍为从事，与太守任歧起兵击刘焉，败,
刘范,1078,刘,,Liu fan,汉,EastHan,,194,,刘焉,1051,江夏竟陵,,江夏,竟陵,刘焉长子，左中郎将。为李傕所杀,
刘诞,1079,刘,,Liu dan,汉,EastHan,,,,刘焉,1051,江夏竟陵,,江夏,竟陵,刘焉次子，治书御史，与刘范一同被杀,
刘璋,1080,刘,季玉,Liu zhang,汉,EastHan,,220,,刘焉,1051,江夏竟陵,,江夏,竟陵,刘焉幼子，继父职，益州牧，振威将军。为刘备袭取益州。关羽死，以璋为益州牧，驻秭归。刘备败，孙权以刘璋为益州牧，不久病死,
刘瑁,1081,刘,,Liu mao,汉,EastHan,,,,刘焉,1051,江夏竟陵,,江夏,竟陵,刘焉三子，一说刘焉兄子。别部司马，平寇将军。刘备入蜀，取其妻，后为蜀汉皇后，皇太后,
庞羲,1082,庞,,Pang xi,汉，蜀,Shu,,,,,,河南,,河南,,在刘璋手下任巴西太守。刘备入蜀，任左将军司马,
孙肇,1083,孙,,Sun zhao,汉,EastHan,,,,,,,,,,刘焉校尉。焉遣其将兵救其子于长安，败。见《英雄记》,
扈瑁,1084,扈,,Hu mao,汉,EastHan,,,,,,颍川,,颍川,,刘焉死，长安遣扈瑁接任益州刺史，不成,
刘阖,1085,刘,,Liu ge,汉,EastHan,,,,,,,,,,荆州别驾。刘焉死，刘阖率兵击璋，不胜,
沈弥,1086,沈,,Shen mi,汉,EastHan,,,,,,,,,,本刘焉将，焉死，起兵反刘璋，败，走荆州,
娄发,1087,娄,,Lou fa,汉,EastHan,,,,,,,,,,本刘焉将，焉死，起兵反刘璋，败，走荆州,
甘宁,1088,甘,兴霸,Gan ning,汉，吴,Wu,,,,,,巴郡临江,,巴郡,临江,本刘焉将，历仕刘表，黄祖。后归孙权。,
庞乐,1089,庞,,Pang le,汉,EastHan,,,,,,,,,,赵韪将。赵韪反攻刘璋。庞乐与李异反杀赵韪。后刘备入蜀，李异降孙吴。曾同陆逊一起在夷陵之战中拒刘备,
李异,1090,李,,Li yi,汉,EastHan,,,,,,,,,,赵韪将。赵韪反攻刘璋。庞乐与李异反杀赵韪,
牛亶,1091,牛,,Niu dan,汉,EastHan,,,,,,,,,,五官中郎将。赵韪攻刘璋，汉庭闻其乱，遣牛亶代刘璋为益州刺史，征刘璋为卿，不至,
阴溥,1092,阴,,Yin pu,汉,EastHan,,,,,,,,,,河内人。刘璋尝遣其致敬于曹操,
张肃,1093,张,君矫,Zhang su,汉,EastHan,,,,,,蜀郡成都,,蜀郡,成都,张松兄，益州别驾从事。奉刘璋令出使曹操，辟为广汉太守。其弟暗结刘备，张肃告发于刘璋，刘璋杀张松,
张松,1094,张,张松,Zhang song,汉,EastHan,,212,,,,蜀郡成都,,蜀郡,成都,益州别驾。刘璋遣其出使曹操，曹无礼于松。遂劝刘璋结刘备，张松自己也暗结刘备，事泄，为刘璋所杀,
法正,1095,法,孝直,Fa zheng,汉,EastHan,176,220,45,法衍,1321,右扶风郿,,右扶,风郿,原属刘璋，后归刘备。劝刘备袭杀夏侯渊于定军山。官至护军将军，尚书令。刘备在世时，唯法正有谥号,
黄权,1096,黄,公衡,Huang quan,汉，蜀，魏,Wei,,240,,,,巴西阆中,,巴西,阆中,原属刘璋，后归刘备。夷陵之战，黄权为镇北将军，守江北，刘备败，无奈降魏。仕魏镇南将军，封侯，加官侍中。,
王累,1097,王,,Wang lei,汉,EastHan,,211,,,,广汉新都,,广汉,新都,刘璋从事，刘璋结好刘备，王累倒悬于州门以谏，不听,
雍闿,1098,雍,,Yong kai,汉，吴,Wu,,225,,,,益州,,,,“南中豪率”，刘璋死，据益郡反，附于吴。任永昌太守。诸葛亮南征，死,
刘阐,1099,刘,,Liu chan,汉,EastHan,,,,刘璋,1080,江夏竟陵,,江夏,竟陵,刘璋次子。随其父降刘备，后又归东吴,
刘循,1100,刘,,Liu xun,汉,EastHan,,,,刘璋,1080,江夏竟陵,,江夏,竟陵,刘璋长子。刘备攻蜀，守雒城且一年，破。后随其父降刘备，任奉车中郎将,
刘雄,1101,刘,,Liu xiong,汉,EastHan,,,,,,涿郡涿县,,涿郡,涿县,刘备祖，举孝廉，官至东郡范令,
刘弘,1102,刘,,Liu hong,汉,EastHan,,,,刘雄,1101,涿郡涿县,,涿郡,涿县,刘备父,
李定,1103,李,,Li ding,汉,EastHan,,,,,,涿郡,,涿郡,,言刘备家“必出贵人”,
刘子敬,1104,刘,,Liu zijing,汉,EastHan,,,,,,涿郡涿县,,涿郡,涿县,刘备叔父，名不详，以字行,
刘德然,1105,刘,,Liu deran,汉,EastHan,,,,,,涿郡涿县,,涿郡,涿县,刘备同宗，俱事卢植,
卢植,1106,卢,子幹,Lu zhi,汉,EastHan,,192,,,,涿郡涿县,,涿郡,涿县,汉末经学家。与郑玄师马融，为当世大儒。庐江太守。黄巾起，以北中郎将讨黄巾。,
刘元起,1107,刘,,Liu yuanqi,汉,EastHan,,,,,,涿郡涿县,,涿郡,涿县,刘德然父,
张世平,1108,张,,Zhang shiping,汉,EastHan,,,,,,中山,,中山,,大商，刘备起家，多有资助,
苏双,1109,苏,,Su shuang,汉,EastHan,,,,,,中山,,中山,,大商，刘备起家，多有资助,
邹靖,1110,邹,,Zou jing,汉,EastHan,,,,,,,,,,东汉末年破虏校尉、北军中侯。曾参与平定黄巾之乱,
刘子平,1111,刘,,Liu ziping,汉,EastHan,,,,,,平原,,平原,,知刘备有武勇,
张纯,1112,张,,Zhang chun,汉,EastHan,,189,,,,渔阳,,渔阳,,187年作乱于幽，冀。后为门客所杀,
毌丘毅,1113,毌丘,,Guanqiu yi,汉,EastHan,,,,,,,,,,都尉。何进曾派其募兵于丹阳。其人唯见于刘备传,
田楷,1114,田,,Tian kai,汉,EastHan,,199,,,,,,,,公孙瓒将，任其为青州刺史，拒袁绍。袁绍表其子袁谭为青州刺史，逐田楷。后在易京与公孙瓒同死,
刘平,1115,刘,,Liu ping,汉,EastHan,,,,,,,,,,平原郡民，素轻刘备。尝遣刺客杀刘备,
陶谦,1116,陶,恭祖,Tao qian,汉,EastHan,132,194,63,,,丹阳郡丹阳县,,丹阳,郡丹阳县,汉庭欲讨黄巾，封陶谦为徐州刺史。曾与袁术和以逼袁绍，不成。193年曹操以父死讨陶谦，战彭城，曹军久攻未下。次年曹操再次攻陶谦，谦病死,
麋竺,1117,麋,子仲,Mi zhu,汉,EastHan,,221,,,,徐州,,东海朐,,徐州豪门。陶谦死，奉谦遗命迎刘备主徐州，富于财，对刘备多所资助。为偏将军。嫁其妹与刘备。刘备夺益州，任安汉将军，班在诸葛亮之上。,
曹豹,1118,曹,,Cao bao,汉,EastHan,,,,,,,,,,徐州旧将。刘备主徐州，196年袁术攻刘备，刘备留张飞守下邳。曹豹为下邳相，与张飞有隙，招吕布袭下邳。曹豹为张飞所杀，然吕布终占领下邳，获刘备妻子，部曲，军资。张飞败走,
高顺,1119,高,,Gao shun,汉,EastHan,,,,,,,,,,吕布将。吕布待其不如其待他将。刘备与吕布和好后合兵万余人，复为吕布所攻破。投曹操，曹操给其兵。刘备回攻吕布，为高顺所败，刘备妻子第二次被俘虏。后曹操自出，攻破吕布于下邳，与吕布，陈宫一同被枭首,
种辑,1120,种,,Zhong ji,汉,EastHan,,200,,,,,,,,长水校尉。与董承谋杀曹操，事泄，夷三族,
吴子兰,1121,吴,,Wu zilan,汉,EastHan,,200,,,,,,,,将军。与董承谋杀曹操，事泄，夷三族,
王子服,1122,王,,Wang zifu,汉,EastHan,,200,,,,,,,,将军。与董承谋杀曹操，事泄，夷三族。一作王服。《后出师表》中作李服,
